Authors,Source,Title,Year,Martensite Start Temperature - MS - (°C),Austenite Start Temperature - AS - (°C),Ni (at.%),composition,Ti (at.%),Cu (at.%)
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,65.0,63.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,65.0,67.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. V. Shelyakov; N. N. Sitnikov; V. V. Koledov; D. S. Kuchin; A. I. Irzhak and N. Y. Tabachkova,International Journal of Smart and Nano Materials,Melt Spun thin ribbons of shape memory TiNiCu alloy for micromechanical applications,2011.0,65.0,66.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Kustov; D. Salas; E. Cesari; R. Santamarta and J. Van Humbeeck,Acta Materialia,Isothermal and athermal martensitic transformations in Ni–Ti shape memory alloys,2012.0,65.0,-11.0,45.0,Ni45.0Ti45.0Cu10.0 %,45.0,10.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,65.0,70.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,65.0,48.0,33.1,Ni33.1Ti51.5Cu15.4 %,51.5,15.4
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,65.0,68.0,44.6,Ni44.6Ti50.4Cu5.0 %,50.4,5.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,64.0,60.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,64.0,75.0,26.6,Ni26.6Ti55.4Cu18.0 %,55.4,18.0
S. Miyazaki; T. Hashinaga and A. Ishida,Thin Solid Films,Martensitic transformations in sputter-deposited Ti−Ni−Cu shape memory alloy thin films,1996.0,64.0,70.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,64.0,122.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
N. Matveeva; V. Pushin; A. Shelyakov; Y. A. Bykovskii; S. Volkova and V. Kraposhin,Physics of Metals and Metallography,Effect of the conditions of crystallization of amorphous TiNi-TiCu alloys on their structure and shape memory,1997.0,64.0,55.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Matsunaga; S. Kajiwara; K. Ogawa; T. Kikuchi and S. Miyazaki,Materials Science and Engineering: A,High strength Ti–Ni-based shape memory thin films,1999.0,64.0,62.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,64.0,66.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,64.0,70.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,64.0,64.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,64.0,73.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,64.0,64.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Liu and X. Huang,Philosophical Magazine,Substrate-induced stress and transformation characteristics of a deposited Ti–Ni–Cu thin film,2004.0,64.0,74.0,48.2,Ni48.2Ti50.0Cu1.8 %,50.0,1.8
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,64.0,59.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
G. P. Cheng and Z. L. Xie,Journal of Alloys and Compounds,Some results on shape memory properties of Ti50Ni25Cu25 Melt Spun ribbons,2005.0,64.0,54.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,64.0,69.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,64.0,70.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,64.0,67.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,64.0,63.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,64.0,67.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,64.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,64.0,70.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
M. Tomozawa; H. Y. Kim; A. Yamamoto; S. Hiromoto and S. Miyazaki,Acta Materialia,Effect of heat treatment temperature on the microstructure and actuation behavior of a Ti–Ni–Cu thin film microactuator,2010.0,64.0,64.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,64.0,57.0,25.2,Ni25.2Ti51.4Cu23.4 %,51.4,23.4
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,64.0,38.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,64.0,70.0,42.5,Ni42.5Ti50.0Cu7.5 %,50.0,7.5
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,63.0,67.0,40.5,Ni40.5Ti50.5Cu9.0 %,50.5,9.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,63.0,60.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
T. Fukuda; T. Kakeshita; M. Kitayama and T. Saburi,Journal de Physique IV,Effect of aging on martensitic transformation in a shape memory Ti-40.5 Ni-10Cu alloy,1995.0,63.0,-4.0,40.5,Ni40.5Ti49.5Cu10.0 %,49.5,10.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,63.0,65.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,63.0,117.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,64.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,64.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,62.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,61.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,61.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,63.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,63.0,66.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Liu,Materials Science and Engineering: A,Mechanical and thermomechanical properties of a Ti50Ni25Cu25 melt spun ribbon,2003.0,63.0,63.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,63.0,57.0,42.0,Ni42.0Ti50.0Cu8.0 %,50.0,8.0
Y. Liu and X. Huang,Philosophical Magazine,Substrate-induced stress and transformation characteristics of a deposited Ti–Ni–Cu thin film,2004.0,63.0,73.0,48.2,Ni48.2Ti50.0Cu1.8 %,50.0,1.8
Y. Liu and X. Huang,Philosophical Magazine,Substrate-induced stress and transformation characteristics of a deposited Ti–Ni–Cu thin film,2004.0,63.0,73.0,48.2,Ni48.2Ti50.0Cu1.8 %,50.0,1.8
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,63.0,66.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,63.0,57.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,63.0,56.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,63.0,67.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
K. N. Lin and S. K. Wu,Journal of Alloys and Compounds,Origin of three-stage transformation in a severely cold-rolled and annealed Ti51Ni40Cu9 shape memory alloy,2008.0,63.0,63.0,40.0,Ni40.0Ti51.0Cu9.0 %,51.0,9.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,63.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,63.0,67.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
D. Konig; M. Ehmann; S. Thienhaus and A. Ludwig,Journal of Microelectromechanical Systems,Micro-to nanostructured devices for the characterization of scaling effects in shape-memory thin films,2010.0,63.0,49.0,32.0,Ni32.0Ti52.0Cu16.0 %,52.0,16.0
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,63.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,63.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S. Belyaev; N. Resnina and V. Slesarenko,Smart Materials and Structures,Mechanical and functional properties of amorphous–crystalline thin ribbons of Ti 50 Ni 25 Cu 25 and Ti 40.7 Hf 9.5 Ni 44.8 Cu 5 shape memory alloys,2011.0,63.0,65.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
D. E. Soto-Parra; H. Flores-Zúñiga; E. L. Cuéllar; R. A. Ochoa-Gamboa and D. Ríos-Jara,Materials ReseVARh,Recrystallization of a Ti-45Ni-5Cu cold-worked shape memory alloy characterized by thermoelectric power and electrical properties,2014.0,63.0,79.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
V. Tokarev; A. Savvinov and V. Khachin,Fiz. Met. Metalloved.,Shape-Memory Effect During Martensite Transformations in TiNi--TiCu Alloys,1983.0,62.0,64.0,38.0,Ni38.0Ti50.0Cu12.0 %,50.0,12.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,62.0,64.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
S. Miyazaki and A. Ishida,Materials Science and Engineering: A,Martensitic transformation and shape memory behavior in sputter-deposited TiNi-base thin films,1999.0,62.0,73.0,26.6,Ni26.6Ti55.4Cu18.0 %,55.4,18.0
C. J. d. Araújo; C. H. Gonzalez; M. Morin and G. Guénin,Materials ReseVARh,Influence of the mechanical loading history on the stress assisted two way memory effect in a Ti-Ni-Cu alloy,2001.0,62.0,84.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Fu and H. Du,Materials Science and Engineering: A,RF magnetron sputtered TiNiCu shape memory alloy thin film,2003.0,62.0,49.0,46.1,Ni46.1Ti51.6Cu2.3 %,51.6,2.3
Y. Liu,Materials Science and Engineering: A,Mechanical and thermomechanical properties of a Ti50Ni25Cu25 melt spun ribbon,2003.0,62.0,62.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Liu and X. Huang,Philosophical Magazine,Substrate-induced stress and transformation characteristics of a deposited Ti–Ni–Cu thin film,2004.0,62.0,73.0,48.2,Ni48.2Ti50.0Cu1.8 %,50.0,1.8
Y. Liu; Z. L. Xie; Y. X. Tong and C. W. Lim,Journal of Alloys and Compounds,Properties of rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2006.0,62.0,62.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,62.0,68.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,62.0,70.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,62.0,66.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
Y. Tong and Y. Liu,Journal of Alloys and Compounds,Crystallization behavior of a Ti50Ni25Cu25 Melt Spun ribbon,2008.0,62.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong and Y. Liu,Journal of Alloys and Compounds,Crystallization behavior of a Ti50Ni25Cu25 Melt Spun ribbon,2008.0,62.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,62.0,74.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,62.0,65.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
S. Belyaev; N. Resnina and V. Slesarenko,Smart Materials and Structures,Mechanical and functional properties of amorphous–crystalline thin ribbons of Ti 50 Ni 25 Cu 25 and Ti 40.7 Hf 9.5 Ni 44.8 Cu 5 shape memory alloys,2011.0,62.0,61.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,62.0,50.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. H. Nam; T. Saburi and K. i. Shimizu,Materials Transactions,Effect of thermo-mechanical treatment on shape memory characteristics in a Ti-40Ni-10Cu (at%) alloy,1991.0,61.0,70.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,61.0,64.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,61.0,61.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,61.0,64.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,61.0,59.0,37.8,Ni37.8Ti50.2Cu12.0 %,50.2,12.0
S. Miyazaki; T. Hashinaga and A. Ishida,Thin Solid Films,Martensitic transformations in sputter-deposited Ti−Ni−Cu shape memory alloy thin films,1996.0,61.0,69.0,43.0,Ni43.0Ti50.8Cu6.2 %,50.8,6.2
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,61.0,71.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
L. Rong; D. A. Miller and D. C. Lagoudas,Metallurgical and Materials Transactions,Transformation behavior in a thermomechanically cycled TiNiCu alloy,2000.0,61.0,64.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
R. Hassdorf; J. Feydt; R. Pascal; S. Thienhaus; M. Boese; T. Sterzl; B. Winzek and M. Moske,Materials Transactions,Phase formation and structural sequence of highly-oriented MBE-grown NiTiCu shape memory thin films,2002.0,61.0,54.0,38.0,Ni38.0Ti51.0Cu11.0 %,51.0,11.0
J. Morgiel; E. Cesari; J. Pons; A. Pasko and J. Dutkiewicz,Journal of Materials Science,Microstructure and martensite transformation in aged Ti-25Ni-25Cu shape memory melt spun ribbons,2002.0,61.0,60.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,61.0,49.0,44.9,Ni44.9Ti48.9Cu6.2 %,48.9,6.2
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,61.0,66.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,61.0,66.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
K. N. Lin and S. K. Wu,Journal of Alloys and Compounds,Origin of three-stage transformation in a severely cold-rolled and annealed Ti51Ni40Cu9 shape memory alloy,2008.0,61.0,65.0,40.0,Ni40.0Ti51.0Cu9.0 %,51.0,9.0
Y. Tong and Y. Liu,Journal of Alloys and Compounds,Crystallization behavior of a Ti50Ni25Cu25 Melt Spun ribbon,2008.0,61.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong and Y. Liu,Journal of Alloys and Compounds,Crystallization behavior of a Ti50Ni25Cu25 Melt Spun ribbon,2008.0,61.0,64.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu and Z. Xie,Journal of Alloys and Compounds,Characterization of a rapidly annealed Ti50Ni25Cu25 Melt Spun ribbon,2008.0,61.0,65.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
M. Tomozawa; H. Y. Kim and S. Miyazaki,Acta Materialia,Shape memory behavior and internal structure of Ti–Ni–Cu shape memory alloy thin films and their application for microactuators,2009.0,61.0,73.0,38.3,Ni38.3Ti52.4Cu9.3 %,52.4,9.3
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,61.0,65.0,32.9,Ni32.9Ti48.1Cu19.0 %,48.1,19.0
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,61.0,66.0,45.2,Ni45.2Ti49.8Cu5.0 %,49.8,5.0
Y. Tong and Y. Liu,Materials Chemistry and Physics,Effect of precipitation on two-way shape memory effect of Melt Spun Ti50Ni25Cu25 ribbon,2010.0,61.0,66.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
X. L. Meng; M. Sato and A. Ishida,Acta Materialia,Structure of martensite in deformed Ti–Ni–Cu thin films,2011.0,61.0,56.0,30.0,Ni30.0Ti50.2Cu19.8 %,50.2,19.8
A. Nespoli; E. Villa and S. Besseghini,Journal of Alloys and Compounds,Characterization of the martensitic transformation in Ni50−xTi50Cux alloys through pure thermal measurements,2011.0,61.0,63.0,46.0,Ni46.0Ti50.0Cu4.0 %,50.0,4.0
A. V. Shelyakov; N. N. Sitnikov; V. V. Koledov; D. S. Kuchin; A. I. Irzhak and N. Y. Tabachkova,International Journal of Smart and Nano Materials,Melt Spun thin ribbons of shape memory TiNiCu alloy for micromechanical applications,2011.0,61.0,63.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,61.0,64.0,44.25,Ni44.25Ti50.75Cu5.0 %,50.75,5.0
K. Tsuji and K. Nomura,Scripta Metallurgica et Materialia,The influence of cold working on transformation properties of NiTiCu alloys,1990.0,60.0,66.0,40.5,Ni40.5Ti50.5Cu9.0 %,50.5,9.0
Y. Shugo; T. Shimizu; K. Morii; T. Yamada and K. Kusaka,International Conference on Martensitic Transformations,Effects of Heat Treatment and Thermal Cycle on Helical Spring Properties in NiTiCu Alloy,1992.0,60.0,62.0,39.8,Ni39.8Ti50.2Cu10.0 %,50.2,10.0
C. Araujo; M. Morin and G. Guénin,Journal de Physique IV,Fatigue behavior of Ti-Ni-Cu thin wires SME,1997.0,60.0,64.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
