Authors,Source,Title,Year,composition,Ag (at.%),Al (at.%),Au (at.%),Cd (at.%),Co (at.%),Cu (at.%),Fe (at.%),Hf (at.%),Mn (at.%),Nb (at.%),Ni (at.%),Pd (at.%),Pt (at.%),Ru (at.%),Si (at.%),Ta (at.%),Ti (at.%),Zn (at.%),Zr (at.%),Austenite Finish Temperature - AF - (°C),Austenite Start Temperature - AS - (°C),Martensite Finish Temperature - MF - (°C),Martensite Start Temperature - MS - (°C),Cooling Rate (°C/min),Heating Rate (°C/min),Calculated Density (g/cm^3),Thermal transformation span (TSPAN) - (AF-MF) - (°C)
P. Vermaut; C. Declairieux; P. Ochin; V. Kolomytsev; A. Pasko; G. Monastyrsky; A. Denquin and R. Portier,Journal of Alloys and Compounds,Martensitic transformation and shape memory effect at very high temperatures in HfPd; and TiAu intermetallic compounds,2013.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,657.0,639.0,594.0,611.0,10.0,10.0,,
T. Aoki; M. Tahara; K. Goto; Y. Yamabe-Mitarai; H. Kanetaka; T. Inamura and H. Hosoda,Advanced Materials Research,Martensitic Transformation and Related Properties of AuTi-FeTi Pseudobinary Alloys,2014.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,640.0,611.0,581.0,605.0,20.0,20.0,,
A. Wadood; H. Hosoda and Y. Yamabe-Mitarai,Journal of Alloys and Compounds,Phase transformation; oxidation and shape memory properties of Ti–50Au–10Zr alloy for high temperature applications,2014.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,624.0,615.0,586.0,597.0,,,,
H. Shim; M. Tahara; T. Inamura; K. Goto; Y. Yamabe-Mitarai and H. Hosoda,Materials Transactions,Oxidation Behavior of Au-55 mol% Ti High Temperature Shape Memory Alloy during Heating in Ar-50 vol% O2 Environment,2015.0,Ti55.0Au45.0 %,,,45.0,,,,,,,,,,,,,,55.0,,,526.0,502.0,484.0,519.0,20.0,20.0,,
H.C. Donkersloot; J.H.N. Van Vucht ,Journal of the Less Common Materials,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti47.4Au52.6 %,,,52.6,,,,,,,,,,,,,,47.4,,,690.0,630.0,585.0,630.0,,,,
H.C. Donkersloot; J.H.N. Van Vucht ,Journal of the Less Common Materials,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,650.0,615.0,575.0,620.0,,,,
H.C. Donkersloot; J.H.N. Van Vucht ,Journal of the Less Common Materials,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti52.6Au47.4 %,,,47.4,,,,,,,,,,,,,,52.6,,,630.0,560.0,535.0,605.0,,,,
H.C. Donkersloot; J.H.N. Van Vucht ,Journal of the Less Common Materials,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti55.0Au45.0 %,,,45.0,,,,,,,,,,,,,,55.0,,,585.0,535.0,520.0,575.0,,,,
C. Declairieux; A. Denquin; P. Ochin; R. Portier; P. Vermaut,Intermetallics,On the potential of Ti50Au50 compound as a high temperature shape memory alloy,2011.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,632.0,618.0,591.0,602.0,10.0,10.0,,
H. Hosoda; R. Tachi; T. Inamura; K. Wakashima; S. Miyazaki,Materials Science Forum,Martensitic Transformation of TiAu Shape Memory Alloys,2007.0,Ti47.0Au53.0 %,,,53.0,,,,,,,,,,,,,,47.0,,,638.0,618.0,597.0,612.0,0.167,0.167,,
H. Hosoda; R. Tachi; T. Inamura; K. Wakashima; S. Miyazaki,Materials Science Forum,Martensitic Transformation of TiAu Shape Memory Alloys,2007.0,Ti49.0Au51.0 %,,,51.0,,,,,,,,,,,,,,49.0,,,628.0,611.0,592.0,602.0,0.167,0.167,,
H. Hosoda; R. Tachi; T. Inamura; K. Wakashima; S. Miyazaki,Materials Science Forum,Martensitic Transformation of TiAu Shape Memory Alloys,2007.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,633.0,618.0,592.0,607.0,0.167,0.167,,
H. Hosoda; R. Tachi; T. Inamura; K. Wakashima; S. Miyazaki,Materials Science Forum,Martensitic Transformation of TiAu Shape Memory Alloys,2007.0,Ti51.0Au49.0 %,,,49.0,,,,,,,,,,,,,,51.0,,,601.0,585.0,551.0,576.0,0.167,0.167,,
H. Hosoda; R. Tachi; T. Inamura; K. Wakashima; S. Miyazaki,Materials Science Forum,Martensitic Transformation of TiAu Shape Memory Alloys,2007.0,Ti54.0Au46.0 %,,,46.0,,,,,,,,,,,,,,54.0,,,561.0,490.0,436.0,526.0,0.167,0.167,,
P. Vermaut; C. Declairieux; P. Ochin; V. Kolomytsev; A. Pasko; G. Monastyrsky; A. Denquin; R. Portier,Journal of Alloys and Compounds,Martensitic transformation and shape memory effect at very high temperatures in HfPd; and TiAu intermetallic compounds,2013.0,Ti50.0Au50.0 %,,,50.0,,,,,,,,,,,,,,50.0,,,656.0,640.0,603.0,620.0,10.0,10.0,,
X. Gao; Y. Zheng; W. Cai and L. Zhao,Acta Metallurgica Sinica,Phase Transformation Behavior and Microstructure Observation of Nb-Ru High Temperature Shape Memory Alloy,2003.0,Ru50.0Nb50.0 %,,,,,,,,,,50.0,,,,50.0,,,,,,744.0,725.0,725.0,741.0,10.0,10.0,,19.0
K. Chastaing; A. Denquin; R. Portier and P. Vermaut,Materials Science and Engineering: A,High-temperature shape memory alloys based on the RuNb system,2008.0,Ru49.8Nb50.2 %,,,,,,,,,,50.2,,,,49.8,,,,,,919.0,892.0,869.0,891.0,10.0,10.0,,50.0
K. Chastaing; A. Denquin; R. Portier and P. Vermaut,Materials Science and Engineering: A,High-temperature shape memory alloys based on the RuNb system,2008.0,Ru48.0Nb52.0 %,,,,,,,,,,52.0,,,,48.0,,,,,,755.0,733.0,713.0,736.0,10.0,10.0,,42.0
K. Chastaing; A. Denquin; R. Portier and P. Vermaut,Materials Science and Engineering: A,High-temperature shape memory alloys based on the RuNb system,2008.0,Ru46.1Nb53.9 %,,,,,,,,,,53.9,,,,46.1,,,,,,580.5,562.5,558.0,572.0,10.0,10.0,,22.5
K. Chastaing; A. Denquin; R. Portier and P. Vermaut,Materials Science and Engineering: A,High-temperature shape memory alloys based on the RuNb system,2008.0,Ru44.7Nb55.3 %,,,,,,,,,,55.3,,,,44.7,,,,,,528.0,466.0,454.0,492.0,10.0,10.0,,74.0
A. Denquin; K. Chastaing; P. Vermaut; D. Caillard; J. Van Humbeeck and R. Portier,International Conference on Martensitic Transformations (ICOMAT),Shape Recovery in RuNb‐Based High Temperature Shape Memory Alloys,2009.0,Ru49.8Nb50.2 %,,,,,,,,,,50.2,,,,49.8,,,,,,900.0,898.0,884.0,887.0,10.0,10.0,,16.0
A. Denquin; K. Chastaing; P. Vermaut; D. Caillard; J. Van Humbeeck and R. Portier,International Conference on Martensitic Transformations (ICOMAT),Shape Recovery in RuNb‐Based High Temperature Shape Memory Alloys,2009.0,Ru44.7Nb55.3 %,,,,,,,,,,55.3,,,,44.7,,,,,,496.0,493.0,489.0,492.0,10.0,10.0,,7.0
A. Manzoni; K. Chastaing; A. Denquin; P. Vermaut and R. Portier,European Symposium on Martensitic Transformations,Shape recovery in high temperature shape memory alloys based on the Ru-Nb and Ru-Ta systems,2009.0,Ru49.8Nb50.2 %,,,,,,,,,,50.2,,,,49.8,,,,,,900.0,898.0,884.0,887.0,10.0,10.0,,16.0
A. Manzoni; K. Chastaing; A. Denquin; P. Vermaut and R. Portier,European Symposium on Martensitic Transformations,Shape recovery in high temperature shape memory alloys based on the Ru-Nb and Ru-Ta systems,2009.0,Ru44.7Nb55.3 %,,,,,,,,,,55.3,,,,44.7,,,,,,496.0,493.0,489.0,492.0,10.0,10.0,,7.0
A. Manzoni; K. Chastaing; A. Denquin; P. Vermaut and R. Portier,European Symposium on Martensitic Transformations,Shape recovery in high temperature shape memory alloys based on the Ru-Nb and Ru-Ta systems,2009.0,Ru42.6Nb57.4 %,,,,,,,,,,57.4,,,,42.6,,,,,,330.0,318.0,314.0,327.0,10.0,10.0,,16.0
C.-L. Tan; W. Cai and X.-H. Tian,Chinese Physics B,Combined experimental and theoretical study on the effect of Nb content on martensitic transformation of NbRu shape memory alloys,2010.0,Ru53.0Nb47.0 %,,,,,,,,,,47.0,,,,53.0,,,,,,1077.0,1062.0,1037.0,1054.0,20.0,20.0,,40.0
C.-L. Tan; W. Cai and X.-H. Tian,Chinese Physics B,Combined experimental and theoretical study on the effect of Nb content on martensitic transformation of NbRu shape memory alloys,2010.0,Ru50.0Nb50.0 %,,,,,,,,,,50.0,,,,50.0,,,,,,901.0,890.0,875.0,887.0,,,,26.0
C.-L. Tan; W. Cai and X.-H. Tian,Chinese Physics B,Combined experimental and theoretical study on the effect of Nb content on martensitic transformation of NbRu shape memory alloys,2010.0,Ru45.0Nb55.0 %,,,,,,,,,,55.0,,,,45.0,,,,,,668.0,643.0,629.0,648.0,,,,39.0
L. Dirand; M. Nó; K. Chastaing; A. Denquin and J. San Juan,Applied Physics Letters,Internal friction and dynamic modulus in Ru-50Nb ultra-high temperature shape memory alloys,2012.0,Ru50.0Nb50.0 %,,,,,,,,,,50.0,,,,50.0,,,,,,924.0,806.0,781.0,910.0,1.0,1.0,,143.0
R. V. KRISHNAN AND L. C. BROWN,METALLURGICAL TRANSACTIONS,Martensitic Transformations in # Ag-Cd Alloys,1972.0,Ag54.0Cd46.0 %,54.0,,,46.0,,,,,,,,,,,,,,,,-82.0,-105.0,-125.0,-90.0,,,,
R. V. KRISHNAN AND L. C. BROWN,METALLURGICAL TRANSACTIONS,Martensitic Transformations in # Ag-Cd Alloys,1972.0,Ag54.5Cd45.5 %,54.5,,,45.5,,,,,,,,,,,,,,,,-75.0,-90.0,-110.0,-80.0,,,,
R. V. KRISHNAN AND L. C. BROWN,METALLURGICAL TRANSACTIONS,Martensitic Transformations in # Ag-Cd Alloys,1972.0,Ag55.0Cd45.0 %,55.0,,,45.0,,,,,,,,,,,,,,,,-60.0,-75.0,-100.0,-65.0,,,,
R. V. KRISHNAN AND L. C. BROWN,METALLURGICAL TRANSACTIONS,Martensitic Transformations in # Ag-Cd Alloys,1972.0,Ag55.7Cd44.3 %,55.7,,,44.3,,,,,,,,,,,,,,,,-40.0,,-60.0,,,,,
H. C. Tong and C. M. Wayman,Scripta Metallurgica,Marmem effect in β' AgCd alloys,1973.0,Ag52.2Cd47.8 %,52.2,,,47.8,,,,,,,,,,,,,,,,-137.0,,-153.0,,,,,
H. C. Tong and C. M. Wayman,Scripta Metallurgica,Marmem effect in β' AgCd alloys,1973.0,Ag53.2Cd46.8 %,53.2,,,46.8,,,,,,,,,,,,,,,,-108.0,,-138.0,,,,,
H. C. Tong and C. M. Wayman,Scripta Metallurgica,Marmem effect in β' AgCd alloys,1973.0,Ag54.2Cd45.8 %,54.2,,,45.8,,,,,,,,,,,,,,,,-79.0,-97.0,-113.0,-87.0,,,,
H. C. Tong and C. M. Wayman,Scripta Metallurgica,Marmem effect in β' AgCd alloys,1973.0,Ag55.2Cd44.8 %,55.2,,,44.8,,,,,,,,,,,,,,,,-40.0,-70.0,-82.0,-66.0,,,,
H. C. Tong and C. M. Wayman,Scripta Metallurgica,Marmem effect in β' AgCd alloys,1973.0,Ag56.2Cd43.8 %,56.2,,,43.8,,,,,,,,,,,,,,,,-36.0,-46.0,-73.0,-50.0,,,,
S. Miura; T. Mori,Scripta METALLURGICA,FERROELASTIC AND SUPEHELASTIC BEHAVIOR IN Ag-Cd ALLOYS,1973.0,Ag55.0Cd45.0 %,55.0,,,45.0,,,,,,,,,,,,,,,,-44.0,-91.0,-106.0,-70.0,,,,
S. Miura; T. Mori,Scripta METALLURGICA,FERROELASTIC AND SUPEHELASTIC BEHAVIOR IN Ag-Cd ALLOYS,1973.0,Ag56.0Cd44.0 %,56.0,,,44.0,,,,,,,,,,,,,,,,-24.0,-69.0,-88.0,-40.0,,,,
H. C. TONGf;and C. M. WAYMAN,ACTA METALLURGICA,THERMODYNAMICS OF THERMOELASTIC MARTENSITIC TRANSFORMATIONS,1975.0,Ag52.2Cd47.8 %,52.2,,,47.8,,,,,,,,,,,,,,,,-137.0,-147.0,-154.0,-147.0,,,,
H. C. TONGf;and C. M. WAYMAN,ACTA METALLURGICA,THERMODYNAMICS OF THERMOELASTIC MARTENSITIC TRANSFORMATIONS,1975.0,Ag53.2Cd46.8 %,53.2,,,46.8,,,,,,,,,,,,,,,,-109.0,-124.0,-133.0,-120.0,,,,
H. C. TONGf;and C. M. WAYMAN,ACTA METALLURGICA,THERMODYNAMICS OF THERMOELASTIC MARTENSITIC TRANSFORMATIONS,1975.0,Ag54.2Cd45.8 %,54.2,,,45.8,,,,,,,,,,,,,,,,-79.0,-97.0,-114.0,-87.0,,,,
H. C. TONGf;and C. M. WAYMAN,ACTA METALLURGICA,THERMODYNAMICS OF THERMOELASTIC MARTENSITIC TRANSFORMATIONS,1975.0,Ag55.2Cd44.8 %,55.2,,,44.8,,,,,,,,,,,,,,,,-40.0,-69.0,-84.0,-63.0,,,,
H. C. TONG and C. M. WAYMAN,ACTA METALLURGICA,CHARACTERISTIC TEMPERATURES AND OTHER PROPERTIES OF THERMOELASTIC MARTENSITES,1974.0,Ag55.5Cd44.5 %,55.5,,,44.5,,,,,,,,,,,,,,,,-35.45,-61.43,-72.93,-55.87,,,,
K. V. S. PRASAD and C. BANSAL,Physica Status Solidi. A; Applied Research,Resistivity and Thermoelectric Power Measurements on AgCd Shape Memory Alloys,1986.0,Ag50.0Cd50.0 %,50.0,,,50.0,,,,,,,,,,,,,,,,-178.0,-188.0,-188.0,-178.0,,,,
K. V. S. PRASAD and C. BANSAL,Physica Status Solidi. A; Applied Research,Resistivity and Thermoelectric Power Measurements on AgCd Shape Memory Alloys,1986.0,Ag51.2Cd48.8 %,51.2,,,48.8,,,,,,,,,,,,,,,,-147.0,-153.0,-153.0,-147.0,,,,
K. V. S. PRASAD and C. BANSAL,Physica Status Solidi. A; Applied Research,Resistivity and Thermoelectric Power Measurements on AgCd Shape Memory Alloys,1986.0,Ag54.5Cd45.5 %,54.5,,,45.5,,,,,,,,,,,,,,,,-75.0,-89.0,-93.0,-83.0,,,,
T. Saburi and C.M. Wayman,Acta Metallurgica,THE SHAPE MEMORY MECHANISM AND RELATED PHENOMENA IN Ag-45at.%Cd ,1980.0,Ag55.0Cd45.0 %,55.0,,,45.0,,,,,,,,,,,,,,,,-50.0,-70.0,-85.0,-60.0,,,,
H. Donkersloot and J. Van Vucht,Journal of the Less Common Metals,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti47.5Pt52.5 %,,,,,,,,,,,,,52.5,,,,47.5,,,1020.0,995.0,980.0,1000.0,,,,
H. Donkersloot and J. Van Vucht,Journal of the Less Common Metals,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1085.0,1040.0,1020.0,1070.0,,,,
H. Donkersloot and J. Van Vucht,Journal of the Less Common Metals,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti52.5Pt47.5 %,,,,,,,,,,,,,47.5,,,,52.5,,,1080.0,1035.0,1005.0,1060.0,,,,
H. Donkersloot and J. Van Vucht,Journal of the Less Common Metals,Martensitic transformations in gold-titanium; palladium-titanium and platinum-titanium alloys near the equiatomic composition,1970.0,Ti55.0Pt45.0 %,,,,,,,,,,,,,45.0,,,,55.0,,,1070.0,1025.0,995.0,1035.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti56.0Pt44.0 %,,,,,,,,,,,,,44.0,,,,56.0,,,1225.0,1209.0,1143.0,1171.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti57.0Pt43.0 %,,,,,,,,,,,,,43.0,,,,57.0,,,1232.0,1219.0,1150.0,1184.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti60.0Pt40.0 %,,,,,,,,,,,,,40.0,,,,60.0,,,1238.0,1223.0,1156.0,1167.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti63.0Pt37.0 %,,,,,,,,,,,,,37.0,,,,63.0,,,1232.0,1213.0,1147.0,1165.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti66.0Pt34.0 %,,,,,,,,,,,,,34.0,,,,66.0,,,1226.0,1213.0,1134.0,1148.0,,,,
T. Biggs; L. Cornish; M. Witcomb and M. Cortie,Journal of alloys and compounds,Revised phase diagram for the Pt–Ti system from 30 to 60 at.% platinum,2004.0,Ti69.0Pt31.0 %,,,,,,,,,,,,,31.0,,,,69.0,,,1225.0,1214.0,1125.0,1134.0,,,,
Y. Yamabe-Mitarai; T. Hara; S. Miura and H. Hosoda,Materials transactions,Mechanical properties of Ti–50 (Pt; Ir) high-temperature shape memory alloys,2006.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1057.0,1000.0,963.0,989.0,,,,
G.-M. Rotaru; W. Tirry; P. Sittner; J. Van Humbeeck and D. Schryvers,Acta materialia,Microstructural study of equiatomic PtTi martensite and the discovery of a new long-period structure,2007.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1046.0,1039.0,1011.0,1015.0,5.0,5.0,,
K. E. T. Araya,,Phase transformations and equilibria of titanium platinum alloys in the composition range 30-50 atomic percent platinum,2012.0,Ti56.0Pt44.0 %,,,,,,,,,,,,,44.0,,,,56.0,,,1228.0,1207.0,1139.0,1165.0,,,,
K. E. T. Araya,,Phase transformations and equilibria of titanium platinum alloys in the composition range 30-50 atomic percent platinum,2012.0,Ti61.0Pt39.0 %,,,,,,,,,,,,,39.0,,,,61.0,,,1241.0,1220.0,1134.0,1160.0,,,,
K. E. T. Araya,,Phase transformations and equilibria of titanium platinum alloys in the composition range 30-50 atomic percent platinum,2012.0,Ti65.0Pt35.0 %,,,,,,,,,,,,,35.0,,,,65.0,,,1233.0,1223.0,1139.0,1159.0,,,,
K. E. T. Araya,,Phase transformations and equilibria of titanium platinum alloys in the composition range 30-50 atomic percent platinum,2012.0,Ti69.0Pt31.0 %,,,,,,,,,,,,,31.0,,,,69.0,,,1228.0,1223.0,1008.0,1015.0,20.0,20.0,,
Y. Yamabe-Mitarai; T. Hara; S. Miura and H. Hosoda,Metallurgical and Materials Transactions A,Phase transformation and shape memory effect of Ti (Pt; Ir),2012.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1084.0,1067.0,1015.0,1029.0,10.0,10.0,,
S. Chikosha and H. K. Chikwanda,Materials Science Forum,TiPt HTSMA Produced by Spark Plasma Sintering of Elemental Powders,2013.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1044.0,1010.0,951.0,1014.0,,,,
A. Wadood; M. Takahashi; S. Takahashi; H. Hosoda and Y. Yamabe-Mitarai,Materials Science and Engineering: A,High-temperature mechanical and shape memory properties of TiPt–Zr and TiPt–Ru alloys,2013.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1044.0,,1012.0,,10.0,10.0,,
A. Wadood and Y. Yamabe-Mitarai,Materials Science and Engineering: A,TiPt–Co and TiPt–Ru high temperature shape memory alloys,2014.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1059.0,1000.0,963.0,990.0,10.0,10.0,,
K. E. Tello; R. D. Noebe; A. Garg; J. Allaz and M. J. Kaufman,Materials Characterization,Revisiting the Ti-Pt system relevant to high temperature shape memory alloys,2017.0,Ti61.0Pt39.0 %,,,,,,,,,,,,,39.0,,,,61.0,,,1244.0,1226.0,1146.0,1168.0,20.0,20.0,,
Y. Yamabe-Mitarai; W. Takebe and M. Shimojo,Shape Memory and Superelasticity,Phase Transformation and Shape Memory Effect of Ti–Pd–Pt–Zr High-Temperature Shape Memory Alloys,2017.0,Ti50.8Pt49.2 %,,,,,,,,,,,,,49.2,,,,50.8,,,1041.0,1001.0,975.0,1019.0,,,,
O. Rios; R.D. Noebe; T. Biles; A. Garg; A. Palczer; D. Scheiman; H.J. Seifert; M. Kaufman,SPIE Proceedings,Characterization of Ternary NiTiPt High-Temperature Shape Memory Alloys,2005.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1069.0,1044.0,996.0,1018.0,10.0,10.0,,
A. Wadood; Y. Yamabe-Mitarai,Platinum Metals Review,Recent Research and Developments Related to Near-Equiatomic Titanium-Platinum Alloys for High-Temperature Applications,2014.0,Ti50.0Pt50.0 %,,,,,,,,,,,,,50.0,,,,50.0,,,1085.0,1040.0,1020.0,1070.0,10.0,10.0,,
Norihiko Nakanishi; Yuichiro Murakami; Sukeji Kachi,Japanese Journal of Applied Physics,Martensitic Transformation in Au-Cu-Zn Alloys,1965.0,Au28.0Cu27.0Zn45.0 %,,,28.0,,,27.0,,,,,,,,,,,,45.0,,3.1,1.3,-1.6,0.9,,,,
Y. Murakami; S.C. Singh; L. Delaey,Scriota METALLURGICA,ON THE MARTENSITIC TRANSFORMATION TEMPERATURES IN B Au-Cu-Zn ALLOYS,1978.0,Au26.0Cu30.0Zn44.0 %,,,26.0,,,30.0,,,,,,,,,,,,44.0,,57.3,53.3,48.7,51.5,,,,
T. Makita; A. Nagasawa,Scripta METALLURGICA,ELECTRIC RESISTIVITY ANOMALY AND MARTENSITIC PHASE TRANSFORMATION IN Au-Cu-Zn ALLOYS,1984.0,Au26.0Cu48.0Zn26.0 %,,,26.0,,,48.0,,,,,,,,,,,,26.0,,284.3,274.8,257.3,271.6,,,,
T. Makita; A. Nagasawa,Scripta METALLURGICA,ELECTRIC RESISTIVITY ANOMALY AND MARTENSITIC PHASE TRANSFORMATION IN Au-Cu-Zn ALLOYS,1984.0,Au30.0Cu48.0Zn22.0 %,,,30.0,,,48.0,,,,,,,,,,,,22.0,,225.6,210.3,194.3,209.5,,,,
Murakami; Yuichiro; Hajime Asano; Norihiko Nakanishi; and Sukeji Kachi,apanese Journal of Applied Physics,Phase Relation and Kinetics of the Transformations in Au-Cu-Zn Ternary Alloys,1967.0,Au36.0Cu19.0Zn45.0 %,,,36.0,,,19.0,,,,,,,,,,,,45.0,,5.2,1.0,-5.0,-0.4,,,,
Yintao Song Xian Chen1; Vivekanand Dabade; Thomas W. Shield; Richard D. James,Nature,Enhanced reversibility and unusual microstructure of a phase-transforming material,2013.0,Au25.0Cu30.0Zn45.0 %,,,25.0,,,30.0,,,,,,,,,,,,45.0,,61.3,51.8,56.9,57.6,,,,
Yintao Song Xian Chen1; Vivekanand Dabade; Thomas W. Shield; Richard D. James,Nature,Enhanced reversibility and unusual microstructure of a phase-transforming material,2013.0,Au27.0Cu28.0Zn45.0 %,,,27.0,,,28.0,,,,,,,,,,,,45.0,,38.1,34.8,32.2,35.4,,,,
Yintao Song Xian Chen1; Vivekanand Dabade; Thomas W. Shield; Richard D. James,Nature,Enhanced reversibility and unusual microstructure of a phase-transforming material,2013.0,Au30.0Cu25.0Zn45.0 %,,,30.0,,,25.0,,,,,,,,,,,,45.0,,-36.0,-37.8,-39.8,-38.0,,,,
H.C. Yi; J.J. Moore; A. Petric,Metallurgical Transactions,Microstructural Study of Ti50Pd50 and Ti50Pd50-xPdx Alloys Produced by Combustion Synthesis,1992.0,Ni27.0Ti50.0Pd23.0 %,,,,,,,,,,,27.0,23.0,,,,,50.0,,,85.0,45.0,25.0,50.0,,,7.42395,60.0
H.C. Yi; J.J. Moore; A. Petric,Metallurgical Transactions,Microstructural Study of Ti50Pd50 and Ti50Pd50-xPdx Alloys Produced by Combustion Synthesis,1992.0,Ni20.0Ti50.0Pd30.0 %,,,,,,,,,,,20.0,30.0,,,,,50.0,,,152.0,109.0,80.0,108.0,,,7.642,72.0
K.C. Atli; I. Karaman; R.D. Noebe; A. Garg; Y.I. Chumlyakov; I.V. Kireeva,Metallurgical and Materials Transactions,Improvement in the Shape Memory Response of Ti50.5Ni24.5Pd25 High-Temperature Shape Memory Alloy with Scandium Microalloying,2010.0,Ni24.5Ti50.5Pd25.0 %,,,,,,,,,,,24.5,25.0,,,,,50.5,,,195.0,184.0,167.0,179.0,10.0,10.0,7.464245,28.0
B. Kockar; K.C. Atli; J. Ma; M. Haouaoui; I. Karaman; M. Nagasako; R. Kainuma,Acta Materialia,Role of severe plastic deformation on the cyclic reversibility of a Ti50.3Ni33.7Pd16 high temperature shape memory alloy,2010.0,Ni33.7Ti50.3Pd16.0 %,,,,,,,,,,,33.7,16.0,,,,,50.3,,,109.0,99.0,81.0,93.0,10.0,10.0,7.192697,28.0
Y. Xu; S. Shimizu; Y. Suzuki; K. Otsuka; T. Ueki; K. Mitose,Acta Materialia,Recovery and Recrystallization Processes in Ti-Pd-Ni High Temperature Shape Memory Alloys,1997.0,Ni30.0Ti50.0Pd20.0 %,,,,,,,,,,,30.0,20.0,,,,,50.0,,,406.0,230.0,68.0,107.0,3.0,3.0,7.3305,338.0
Y. Xu; S. Shimizu; Y. Suzuki; K. Otsuka; T. Ueki; K. Mitose,Acta Materialia,Recovery and Recrystallization Processes in Ti-Pd-Ni High Temperature Shape Memory Alloys,1997.0,Ni20.0Ti50.0Pd30.0 %,,,,,,,,,,,20.0,30.0,,,,,50.0,,,448.0,308.0,193.0,237.0,3.0,3.0,7.642,255.0
Y. Xu; S. Shimizu; Y. Suzuki; K. Otsuka; T. Ueki; K. Mitose,Acta Materialia,Recovery and Recrystallization Processes in Ti-Pd-Ni High Temperature Shape Memory Alloys,1997.0,Ni15.0Ti50.0Pd35.0 %,,,,,,,,,,,15.0,35.0,,,,,50.0,,,474.0,378.0,269.0,331.0,3.0,3.0,7.79775,205.0
Y. Xu; S. Shimizu; Y. Suzuki; K. Otsuka; T. Ueki; K. Mitose,Acta Materialia,Recovery and Recrystallization Processes in Ti-Pd-Ni High Temperature Shape Memory Alloys,1997.0,Ni10.0Ti50.0Pd40.0 %,,,,,,,,,,,10.0,40.0,,,,,50.0,,,511.0,449.0,379.0,383.0,3.0,3.0,7.9535,132.0
Y. Xu; S. Shimizu; Y. Suzuki; K. Otsuka; T. Ueki; K. Mitose,Acta Materialia,Recovery and Recrystallization Processes in Ti-Pd-Ni High Temperature Shape Memory Alloys,1997.0,Ni5.0Ti50.0Pd45.0 %,,,,,,,,,,,5.0,45.0,,,,,50.0,,,550.0,518.0,448.0,457.0,3.0,3.0,8.10925,102.0
