Authors,Source,Title,Year,Cooling Rate (°C/min),Heating Rate (°C/min),Ni (at.%),composition,Ti (at.%),Cu (at.%)
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,21.1,Ni21.1Ti51.3Cu27.6 %,51.3,27.6
Y. Fu; H. Du; S. Zhang and Y. Gu,Surface and Coatings Technology,Stress and surface morphology of TiNiCu thin films: effect of annealing temperature,2005.0,1.0,1.0,47.5,Ni47.5Ti49.5Cu3.0 %,49.5,3.0
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,1.0,1.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and K. Ogawa,Philosophical Magazine Letters,Microstructure and shape-memory behavior of annealed Ti51.5Ni33.1Cu15.4 thin films,2006.0,10.0,10.0,33.1,Ni33.1Ti51.5Cu15.4 %,51.5,15.4
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,21.1,Ni21.1Ti51.3Cu27.6 %,51.3,27.6
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,1.0,1.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,42.6,Ni42.6Ti52.4Cu5.0 %,52.4,5.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,2.0,2.0,34.0,Ni34.0Ti50.0Cu16.0 %,50.0,16.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,2.0,2.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-w. Kang; Y.-M. Lim; Y.-h. Lee; H.-j. Moon; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Microstructures and shape memory characteristics of a Ti–20Ni–30Cu (at.%) alloy strip fabricated by the melt overflow process,2010.0,1.0,1.0,20.0,Ni20.0Ti50.0Cu30.0 %,50.0,30.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
K. Hori; T. Namazu and S. Inoue,Thin Solid Films,Effect of Cu content on the shape memory behavior of Ti–Ni–Cu alloy thin films prepared by triple-source dc magnetron sputtering,2010.0,5.0,5.0,32.9,Ni32.9Ti48.1Cu19.0 %,48.1,19.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
I. Yoshida; D. Monma; K. Iino; K. Otsuka; M. Asai and H. Tsuzuki,Journal of Alloys and Compounds,Damping properties of Ti50Ni50−xCux alloys utilizing martensitic transformation,2003.0,2.0,2.0,38.0,Ni38.0Ti50.0Cu12.0 %,50.0,12.0
H. Miyamoto; T. Taniwaki; T. Ohba; K. Otsuka; S. Nishigori and K. Kato,Scripta Materialia,Two-stage B2–B19–B19′ martensitic transformation in a Ti50Ni30Cu20 alloy observed by synchrotron radiation,2005.0,5.0,5.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida and M. Sato,Philosophical Magazine,Microstructure and shape memory behaviour of annealed Ti51.5Ni(48.5- x )Cu x ( x  = 6.5–20.9) thin films,2007.0,10.0,10.0,27.4,Ni27.4Ti51.7Cu20.9 %,51.7,20.9
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,23.9,Ni23.9Ti48.3Cu27.8 %,48.3,27.8
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,25.1,Ni25.099999999999994Ti51.5Cu23.4 %,51.5,23.4
Z. Xie; J. Van Humbeeck; Y. Liu and L. Delaey,Scripta Materialia,TEM study of Ti50Ni25Cu25 melt spun ribbons,1997.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,48.3,Ni48.3Ti28.4Cu23.3 %,28.4,23.3
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,48.3,Ni48.3Ti28.4Cu23.3 %,28.4,23.3
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,48.3,Ni48.3Ti28.4Cu23.3 %,28.4,23.3
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,11.3,Ni11.3Ti51.4Cu37.3 %,51.4,37.3
M. Valeanu; M. Lucaci; A. D. Crisan; M. Sofronie; L. Leonat and V. Kuncser,Journal of Alloys and Compounds,Martensitic transformation of Ti50Ni30Cu20 alloy prepared by powder metallurgy,2011.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
Y.-w. Kim; K.-c. Choi; Y.-s. Chung; E. Choi and T.-h. Nam,Journal of Alloys and Compounds,Microstructure and martensitic transformation characteristics of gas-atomized Ti–Ni–Cu powders,2013.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,26.6,Ni26.6Ti55.4Cu18.0 %,55.4,18.0
G.-b. Cho; C.-a. Yu; J.-h. Lee; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Lattice deformation and shape memory characteristics of Ti–30Ni–20Cu(at.%) alloy ribbons,2006.0,1.0,1.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
T.-H. Nam and Y.-W. Kim,Intermetallics,Shape memory characteristics of rapidly solidified Ti50Ni15Cu35 alloy ribbons,2010.0,10.0,10.0,15.0,Ni15.0Ti50.0Cu35.0 %,50.0,35.0
M. Valeanu; M. Lucaci; A. D. Crisan; M. Sofronie; L. Leonat and V. Kuncser,Journal of Alloys and Compounds,Martensitic transformation of Ti50Ni30Cu20 alloy prepared by powder metallurgy,2011.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,33.1,Ni33.1Ti51.5Cu15.4 %,51.5,15.4
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,33.0,Ni33.0Ti51.5Cu15.5 %,51.5,15.5
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,47.5,Ni47.5Ti50.0Cu2.5 %,50.0,2.5
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,45.0,Ni45.0Ti50.0Cu5.0 %,50.0,5.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,37.0,Ni37.0Ti53.5Cu9.5 %,53.5,9.5
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y. Tong; Y. Liu; Z. Xie and M. Zarinejad,Acta Materialia,Effect of precipitation on the shape memory effect of Ti50Ni25Cu25 Melt Spun ribbon,2008.0,2.0,2.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
S.-w. Kang; Y.-M. Lim; Y.-h. Lee; H.-j. Moon; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Microstructures and shape memory characteristics of a Ti–20Ni–30Cu (at.%) alloy strip fabricated by the melt overflow process,2010.0,1.0,1.0,20.0,Ni20.0Ti50.0Cu30.0 %,50.0,30.0
T. Goryczka,Shape Memory Alloys-Processing; Characterization and Applications,Ni25Ti50Cu25 shape memory alloy produced by nonconventional techniques,2013.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,30.1,Ni30.099999999999994Ti50.0Cu19.9 %,50.0,19.9
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,27.5,Ni27.5Ti51.5Cu21.0 %,51.5,21.0
J. Rak; T. Goryczka and P. Ochin,Acta Physica Polonica A,Martensite Reorientation after Thermal Cycling in NiTiCu Shape Memory Alloys Studied by EBSD Technique,2016.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Rak; T. Goryczka and P. Ochin,Acta Physica Polonica A,Martensite Reorientation after Thermal Cycling in NiTiCu Shape Memory Alloys Studied by EBSD Technique,2016.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Rak; T. Goryczka and P. Ochin,Acta Physica Polonica A,Martensite Reorientation after Thermal Cycling in NiTiCu Shape Memory Alloys Studied by EBSD Technique,2016.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Rak; T. Goryczka and P. Ochin,Acta Physica Polonica A,Martensite Reorientation after Thermal Cycling in NiTiCu Shape Memory Alloys Studied by EBSD Technique,2016.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
J. Rak; T. Goryczka and P. Ochin,Acta Physica Polonica A,Martensite Reorientation after Thermal Cycling in NiTiCu Shape Memory Alloys Studied by EBSD Technique,2016.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
Y.-W. Kim; S.-H. Lee and T.-H. Nam,Physica Scripta,Microstructure modifications of Ti–Ni–Cu shape memory alloy strips fabricated by VAR melt overflow process,2007.0,10.0,10.0,30.0,Ni30.0Ti50.0Cu20.0 %,50.0,20.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
S.-w. Kang; Y.-M. Lim; Y.-h. Lee; H.-j. Moon; Y.-w. Kim and T.-h. Nam,Scripta Materialia,Microstructures and shape memory characteristics of a Ti–20Ni–30Cu (at.%) alloy strip fabricated by the melt overflow process,2010.0,10.2,10.2,20.0,Ni20.0Ti50.0Cu30.0 %,50.0,30.0
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,20.9,Ni20.900000000000006Ti51.5Cu27.6 %,51.5,27.6
J. Frenzel; A. Wieczorek; I. Opahle; B. Maaß; R. Drautz and G. Eggeler,Acta Materialia,On the effect of alloy composition on martensite start temperatures and latent heats in Ni–Ti-based shape memory alloys,2015.0,10.0,10.0,44.75,Ni44.75Ti50.25Cu5.0 %,50.25,5.0
G. C. Wang; K. P. Hu; Y. X. Tong; B. Tian; F. Chen; L. Li; Y. F. Zheng and Z. Y. Gao,Intermetallics,Influence of Nb content on martensitic transformation and mechanical properties of TiNiCuNb shape memory alloys,2016.0,20.0,20.0,40.0,Ni40.0Ti50.0Cu10.0 %,50.0,10.0
T. Hashinaga; S. Miyazaki; T. Ueki and H. Horikawa,Journal de Physique IV,Transformation and deformation behavior in sputter-deposited Ti-Ni-Cu thin films,1995.0,10.0,10.0,26.6,Ni26.6Ti55.4Cu18.0 %,55.4,18.0
Z. Xie; J. Van Humbeeck; Y. Liu and L. Delaey,Scripta Materialia,TEM study of Ti50Ni25Cu25 melt spun ribbons,1997.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
V. Saravanan; A. Khantachawana and S. Miyazaki,Materials Transactions,Texture analysis and properties of rapidly solidified Ti52Ni38Cu10 shape memory alloy,2004.0,10.0,10.0,38.0,Ni38.0Ti52.0Cu10.0 %,52.0,10.0
A. Ishida; M. Sato; K. Ogawa and K. Yamada,Materials Science and Engineering: A,Shape memory behavior of Ti–Ni–Cu thin films,2006.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,18.0,Ni18.0Ti48.5Cu33.5 %,48.5,33.5
Z. Y. Gao; M. Sato and A. Ishida,Journal of Alloys and Compounds,Formation of B19′ martensite in annealed Ti44.6Ni40.1Cu15.3 thin films and their shape recovery characteristic,2010.0,10.0,10.0,40.1,Ni40.1Ti44.6Cu15.3 %,44.6,15.3
A. Terayama and H. Kyogoku,Materials Science and Engineering: A,Shape memory characteristics of the P/M-processed Ti–Ni–Cu alloys,2010.0,10.0,10.0,35.2,Ni35.2Ti49.8Cu15.0 %,49.8,15.0
A. Ishida and M. Sato,Intermetallics,Shape memory behaviour of Ti51.5Ni(48.5−x)Cux (x=23.4–37.3) thin films with submicron grain sizes,2011.0,10.0,10.0,15.7,Ni15.7Ti51.2Cu33.1 %,51.2,33.1
A. Ishida; M. Sato and Z. Y. Gao,Journal of Alloys and Compounds,Properties and applications of TiNiCu shape-memory-alloy thin films,2013.0,10.0,10.0,25.1,Ni25.099999999999994Ti51.5Cu23.4 %,51.5,23.4
Y. Liu,Materials Science and Engineering: A,Mechanical and thermomechanical properties of a Ti50Ni25Cu25 melt spun ribbon,2003.0,10.0,10.0,25.0,Ni25.0Ti50.0Cu25.0 %,50.0,25.0
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida and M. Sato,Philosophical Magazine,Shape memory behaviour of annealed Ti48.5Ni(51.5− x )Cu x (x = 6.2–33.5) thin films,2008.0,10.0,10.0,35.9,Ni35.9Ti48.6Cu15.5 %,48.6,15.5
A. Ishida; M. Sato and K. Ogawa,Materials Science and Engineering: A,Microstructure and shape memory behavior of annealed Ti–36.8at.% Ni–11.6at.% Cu thin film,2008.0,10.0,10.0,36.8,Ni36.8Ti51.6Cu11.6 %,51.6,11.6
